Title,Album,Lyrics
End Game,reputation,"[Chorus: Taylor Swift & Future]
I wanna be your end game
I wanna be your first string
I wanna be your A-Team (Whoa, whoa, whoa)
I wanna be your end game, end game

[Post-Chorus: Taylor Swift & Future]
Big reputation, big reputation
Ooh, you and me, we got big reputations, ah
And you heard about me, ooh
I got some big enemies (Yeah)
Big reputation, big reputation
Ooh, you and me would be a big conversation, ah (Git, git)
And I heard about you, ooh (Yeah)
You like the bad ones, too

[Verse 1: Future]
You so dope, don't overdose, I'm so stoked, I need a toast
We do the most, I'm in the Ghost like I'm whippin' a boat
I got a reputation, girl that don't precede me (Yeah)
I'm one call away whenever you need me (Yeah)
I'm in a G5 (Yeah), come to the A-Side (Yeah)
I got a bad boy persona, that's what they like (What they like)
You love it, I love it too 'cause you my type (You my type)
You hold me down and I protect you with my life

[Pre-Chorus: Taylor Swift & Future]
I don't wanna touch you, I don't wanna be
Just another ex-love you don't wanna see
I don't wanna miss you (I don't wanna miss you)
Like the other girls do
I don't wanna hurt you, I just wanna be
Drinking on a beach with you all over me
I know what they all say (I know what they all say)
But I ain't tryna play

[Chorus: Taylor Swift]
I wanna be your end game (End game)
I wanna be your first string (First string)
I wanna be your A-Team (A-Team)
I wanna be your end game, end game

[Verse 2: Ed Sheeran]
Knew her when I was young, reconnected when we were little bit older
Both sprung, I got issues and chips on both of my shoulders
Reputation precedes me, in rumors, I'm knee-deep
The truth is, it's easier to ignore it, believe me
Even when we'd argue, we'd not do it for long
And you understand the good and bad end up in the song
For all your beautiful traits, and the way you do it with ease
For all my flaws, paranoia, and insecurities
I've made mistakes and made some choices, that's hard to deny
After the storm, something was born on the 4th of July
I've passed days without fun, this end game is the one
With four words on the tip of my tongue, I'll never say it

[Pre-Chorus: Taylor Swift]
I don't wanna touch you, I don't wanna be
Just another ex-love you don't wanna see
I don't wanna miss you (I don't wanna miss you)
Like the other girls do
I don't wanna hurt you, I just wanna be
Drinking on a beach with you all over me
I know what they all say, yeah
But I ain't tryna play

[Chorus: Taylor Swift]
I wanna be your end game (End game)
I wanna be your first string (Wanna be your first string)
I wanna be your A-Team (A-Team)
I wanna be your end game, end game

[Post-Chorus: Taylor Swift & Future]
Big reputation, big reputation
Ooh, you and me, we got big reputations, ah
And you heard about me, ooh
I got some big enemies
Hey, big reputation, big reputation
Ooh, you and me would be a big conversation, ah
And I heard about you, ooh
You like the bad ones, too

[Verse 3: Taylor Swift]
I hit you like bang, we tried to forget it, but we just couldn't
And I bury hatchets, but I keep maps of where I put 'em
Reputation precedes me, they told you I'm crazy
I swear I don't love the drama, it loves me
And I can't let you go, your hand prints on my soul
It's like your eyes are liquor, it's like your body is gold
You've been calling my bluff on all my usual tricks
So here's the truth from my red lips

[Chorus: Taylor Swift, Future, & Ed Sheeran]
I wanna be your end game (End game)
I wanna be your first string (Me and you, first string)
I wanna be your A-Team (Be your A-Team now, A-Team)
I wanna be your end game, end game
I wanna be your end game (Oh, I do)
I wanna be your first string (First string)
I wanna be your A-Team (A-Team)
I wanna be your end game, end game"
Getaway Car,reputation,"[Intro]
No, nothing good starts in a getaway car

[Verse 1]
It was the best of times, the worst of crimes
I struck a match and blew your mind
But I didn't mean it
And you didn't see it
The ties were black, the lies were white
In shades of gray in candlelight
I wanted to leave him
I needed a reason

[Pre-Chorus]
""X"" marks the spot where we fell apart
He poisoned the well, I was lyin' to myself
I knew it from the first Old Fashioned, we were cursed
We never had a shotgun shot in the dark (Oh!)

[Chorus]
You were drivin' the getaway car
We were flyin', but we'd never get far
Don't pretend it's such a mystery
Think about the place where you first met me
Ridin' in a getaway car
There were sirens in the beat of your heart
Should've known I'd be the first to leave
Think about the place where you first met me
In a getaway car, oh-oh-oh
No, they never get far, oh-oh-ahh
No, nothing good starts in a getaway car

[Verse 2]
It was the great escape, the prison break
The light of freedom on my face
But you weren't thinkin'
And I was just drinkin'
While he was runnin' after us, I was screamin', ""Go, go, go!""
But with three of us, honey, it's a sideshow
And a circus ain't a love story
And now we're both sorry (We're both sorry)

[Pre-Chorus]
""X"" marks the spot where we fell apart
He poisoned the well, every man for himself
I knew it from the first Old Fashioned, we were cursed
It hit you like a shotgun shot to the heart (Oh!)

[Chorus]
You were drivin' the getaway car
We were flyin', but we'd never get far
Don't pretend it's such a mystery
Think about the place where you first met me
Ridin' in a getaway car
There were sirens in the beat of your heart
Should've known I'd be the first to leave
Think about the place where you first met me
In a getaway car, oh-oh-oh
No, they never get far, oh-oh-ahh
No, nothing good starts in a getaway car

[Bridge]
We were jet-set, Bonnie and Clyde (Oh-oh)
Until I switched to the other side
To the other side
It's no surprise I turned you in (Oh-oh)
'Cause us traitors never win
I'm in a getaway car
I left you in a motel bar
Put the money in a bag and I stole the keys
That was the last time you ever saw me (Oh!)

[Chorus]
Drivin' the getaway car
We were flyin', but we'd never get far (Don't pretend)
Don't pretend it's such a mystery
Think about the place where you first met me
Ridin' in a getaway car
There were sirens in the beat of your heart (Should've known)
Should've known I'd be the first to leave
Think about the place where you first met me
In a getaway car, oh-oh-oh
No, they never get far, oh-oh-ahh
No, nothing good starts in a getaway car

[Outro]
I was ridin' in a getaway car
I was cryin' in a getaway car
I was dyin' in a getaway car
Said goodbye in a getaway car
Ridin' in a getaway car
I was cryin' in a getaway car
I was dyin' in a getaway car
Said goodbye in a getaway car"
Gorgeous,reputation,"[Intro]
Gorgeous

[Verse 1]
You should take it as a compliment
That I got drunk and made fun of the way you talk
You should think about the consequence
Of your magnetic field being a little too strong
And I got a boyfriend, he's older than us
He's in the club doin' I don't know what
You're so cool, it makes me hate you so much
(I hate you so much)

[Pre-Chorus 1]
Whisky on ice, Sunset and Vine
You've ruined my life by not being mine

[Chorus]
You're so gorgeous
I can't say anything to your face
'Cause look at your face (Gorgeous)
And I'm so furious
At you for making me feel this way
But what can I say?
You're gorgeous

[Verse 2]
You should take it as a compliment
That I'm talking to everyone here but you (But you, but you)
And you should think about the consequence
Of you touching my hand in a darkened room (Dark room, dark room)
If you've got a girlfriend, I'm jealous of her
But if you're single that's honestly worse
'Cause you're so gorgeous it actually hurts (Honey, it hurts)

[Pre-Chorus 2]
Ocean blue eyes looking in mine
I feel like I might sink and drown and die

[Chorus]
You're so gorgeous
I can't say anything to your face (To your face)
'Cause look at your face (Look at your face, gorgeous)
And I'm so furious
At you for making me feel this way (Feel this way)
But what can I say?
You're gorgeous

[Bridge]
You make me so happy it turns back to sad
There's nothing I hate more than what I can't have
And you are so gorgeous it makes me so mad (Mmh)
You make me so happy it turns back to sad (Yeah)
There's nothing I hate more than what I can't have and
Guess I'll just stumble on home to my cats (Yeugh), alone
Unless, you wanna come along? (Oh)

[Chorus]
You're so gorgeous
I can't say anything to your face (To your face)
'Cause look at your face (Look at your face, gorgeous)
And I'm so furious (I'm so furious)
At you for making me feel this way (Feel this way)
But what can I say? (I say)
You're gorgeous

[Outro]
You make me so happy it turns back to sad (Yeah)
There's nothing I hate more than what I can't have
And you are so gorgeous it makes me so mad (Mmh)
You're gorgeous
You make me so happy it turns back to sad (It turns back to sad)
There's nothing I hate more than what I can't have (What I can have)
You are so gorgeous it makes me so mad (Mmh)
You're gorgeous"
I Did Something Bad,reputation,"[Verse 1]
I never trust a narcissist, but they love me
So I play 'em like a violin
And I make it look oh-so-easy
'Cause for every lie I tell them, they tell me three
This is how the world works
Now all he thinks about is me

[Pre-Chorus 1]
I can feel the flames on my skin
Crimson red paint on my lips
If a man talks shit, then I owe him nothing
I don't regret it one bit, 'cause he had it coming

[Chorus]
They say I did something bad
Then why's it feel so good?
They say I did something bad
But why's it feel so good?
Most fun I ever had
And I'd do it over and over and over again if I could
It just felt so good, good

[Hook]
Ra-di-di-di-di-di-di-di-di-di-da-da
Ra-di-di-di-di-di-di-di-di-di-da-da
Ra-di-di-di-di-di-di-di-di-di-da-da
Da-da da-da

[Verse 2]
I never trust a playboy, but they love me
So I fly 'em all around the world
And I let them think they saved me
They never see it comin', what I do next
This is how the world works
You gotta leave before you get left

[Pre-Chorus 2]
I can feel the flames on my skin
He says, ""Don't throw away a good thing""
But if he drops my name, then I owe him nothin'
And if he spends my change, then he had it comin'

[Chorus]
They say I did something bad (Oh)
Then why's it feel so good?
They say I did something bad
But why's it feel so good?
Most fun I ever had
And I'd do it over and over and over again if I could
It just felt so good, good

[Post-Chorus]
Ra-di-di-di-di-di-di-di-di-di-da-da
Ra-di-di-di-di-di-di-di-di-di-da-da
(It just felt so good)
Ra-di-di-di-di-di-di-di-di-di-da-da
Da-da da-da

[Bridge]
They're burning all the witches even if you aren't one
They got their pitchforks and proof, their receipts and reasons
They're burning all the witches even if you aren't one
So light me up (Light me up), light me up (Light me up)
Light me up, go ahead and light me up (Light me up)
Light me up (Light me up), light me up (Light me up)
Light me up (Light me up), light me up

[Chorus]
They say I did something bad (Oh)
Then why's it feel so good? (So good)
They say I did something bad
But why's it feel so (Good) good?
Most fun I ever had (Most fun I ever had)
And I'd do it over and over and over again if I could
It just felt so good (Good), good

[Post-Chorus]
Ra-di-di-di-di-di-di-di-di-di-da-da
Ra-di-di-di-di-di-di-di-di-di-da-da
Ra-di-di-di-di-di-di-di-di-di-da-da
Da-da da-da

[Outro]
Oh, you say I did something bad
(You say I did something bad?)
Why's it feel so good, good?
So bad, why's it feel so good?
Why's it feel, why's it feel so good? (Bad)
It just felt so good, good"
King of My Heart,reputation,"[Verse 1]
I'm perfectly fine, I live on my own
I made up my mind, I'm better off bein' alone
We met a few weeks ago
Now you try on callin' me ""Baby"" like tryin' on clothes

[Pre-Chorus]
Salute to me, I'm your American queen
And you move to me like I'm a Motown beat
And we rule the kingdom inside my room
'Cause all the boys and their expensive cars
With their Range Rovers and their Jaguars
Never took me quite where you do

[Chorus]
And all at once, you are the one I have been waiting for
King of my heart, body, and soul, ooh whoa
And all at once, you're all I want, I'll never let you go
King of my heart, body, and soul, ooh whoa

[Post-Chorus]
And all at once, I've been waiting, waiting
Ooh whoa, ooh whoa
And all at once, you are the one, I have been waiting, waiting
Body and soul, ooh whoa
And all at once

[Verse 2]
Late in the night, the city's asleep
Your love is a secret I'm hoping, dreaming, dying to keep
Change my priorities
The taste of your lips is my idea of luxury

[Pre-Chorus]
Salute to me, I'm your American queen
And you move to me like I'm a Motown beat
And we rule the kingdom inside my room
(Inside my room, oh)
'Cause all the boys and their expensive cars
With their Range Rovers and their Jaguars
Never took me quite where you do (Where you do)

[Chorus]
And all at once, you are the one I have been waiting for
King of my heart, body, and soul, ooh whoa
And all at once, you're all I want, I'll never let you go
King of my heart (My heart), body, and soul, ooh whoa

[Post-Chorus]
And all at once (Hey), I've been waiting, waiting (Waiting)
Ooh, whoa, ooh whoa
And all at once, you are the one
I have been waiting (Waiting), waiting (Waiting)
Body and soul, ooh whoa
And all at once

[Bridge]
Is this the end of all the endings?
My broken bones are mending
With all these nights we're spending
Up on the roof with a school girl crush
Drinking beer out of plastic cups
Say you fancy me, not fancy stuff
Baby, all at once, this is enough

[Chorus]
And all at once, you are the one I have been waiting for
King of my heart, body, and soul, ooh whoa
And all at once, you are the one I have been waiting for
King of my heart, body, and soul, ooh whoa
And all at once, you're all I want, I'll never let you go
King of my heart (My heart), body, and soul (My soul), ooh whoa

[Post-Chorus]
And all at once, I've been waiting, waiting
Ooh whoa, ooh whoa
And all at once
'Cause you're the one I have been waiting, waiting
Body and soul, ooh whoa
And all at once"
Look What You Made Me Do,reputation,"[Verse 1]
I don't like your little games
Don't like your tilted stage
The role you made me play
Of the fool, no, I don't like you
I don't like your perfect crime
How you laugh when you lie
You said the gun was mine
Isn't cool, no, I don't like you (Oh)

[Pre-Chorus]
But I got smarter, I got harder in the nick of time
Honey, I rose up from the dead, I do it all the time
I've got a list of names and yours is in red, underlined
I check it once, then I check it twice, oh!

[Chorus]
Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me - 
Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me do

[Verse 2]
I don't like your kingdom keys
They once belonged to me
You asked me for a place to sleep
Locked me out and threw a feast (What?)
The world moves on, another day, another drama, drama
But not for me, not for me, all I think about is karma
And then the world moves on, but one thing's for sure
Maybe I got mine, but you'll all get yours

[Pre-Chorus]
But I got smarter, I got harder in the nick of time
Honey, I rose up from the dead, I do it all the time
I've got a list of names and yours is in red, underlined
I check it once, then I check it twice, oh!

[Chorus]
Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me - 
Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me do

[Bridge]
I don't trust nobody and nobody trusts me
I'll be the actress starring in your bad dreams
I don't trust nobody and nobody trusts me
I'll be the actress starring in your bad dreams
I don't trust nobody and nobody trusts me
I'll be the actress starring in your bad dreams
I don't trust nobody and nobody trusts me
I'll be the actress starring in your bad dreams
(Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me - 
Ooh, look what you made me do
Look what you made me do
Look what you just made me - )
""I'm sorry, the old Taylor can't come to the phone right now
""Why? Oh, 'cause she's dead!"" (Oh)

[Chorus]
Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me - 
Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me do
Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me - 
Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me do"
New Year’s Day,reputation,"[Verse 1]
There's glitter on the floor after the party
Girls carrying their shoes down in the lobby
Candle wax and Polaroids on the hardwood floor
You and me from the night before, but

[Chorus 1]
Don't read the last page
But I stay when you're lost and I'm scared and you're turning away
I want your midnights
But I'll be cleaning up bottles with you on New Year's Day

[Verse 2]
You squeeze my hand three times in the back of the taxi
I can tell that it's gonna be a long road
I'll be there if you're the toast of the town, babe
Or if you strike out and you're crawling home

[Chorus 2]
Don't read the last page
But I stay when it's hard or it's wrong or we're making mistakes
I want your midnights
But I'll be cleaning up bottles with you on New Year's Day

[Post-Chorus]
Hold on to the memories, they will hold on to you
Hold on to the memories, they will hold on to you
Hold on to the memories, they will hold on to you
And I will hold on to you

[Bridge]
Please don't ever become a stranger
Whose laugh I could recognize anywhere
Please don't ever become a stranger
Whose laugh I could recognize anywhere

[Verse 3]
There's glitter on the floor after the party
Girls carrying their shoes down in the lobby
Candle wax and Polaroids on the hardwood floor
You and me forevermore

[Chorus 2]
Don't read the last page
But I stay when it's hard or it's wrong or we're making mistakes
I want your midnights
But I'll be cleaning up bottles with you on New Year's Day

[Post-Chorus]
Hold on to the memories, they will hold on to you
Hold on to the memories, they will hold on to you
Hold on to the memories, they will hold on to you
And I will hold on to you

[Outro]
Please don't ever become a stranger
(To the memories, they will hold on to you)
Whose laugh I could recognize anywhere
(Hold on to the memories, they will hold on to you)
Please don't ever become a stranger
(Hold on to the memories, they will hold on to you)
Whose laugh I could recognize anywhere
(I will hold on to you)"
...Ready for It?,reputation,"[Verse 1]
Knew he was a killer first time that I saw him
Wondered how many girls he had loved and left haunted
But if he's a ghost, then I can be a phantom
Holdin' him for ransom, some
Some boys are tryin' too hard, he don't try at all though
Younger than my exes, but he act like such a man, so
I see nothing better, I keep him forever
Like a vendetta-ta

[Pre-Chorus]
I, I, I see how this is gon' go
Touch me and you'll never be alone
I-Island breeze and lights down low
No one has to know

[Chorus]
In the middle of the night, in my dreams
You should see the things we do, baby
In the middle of the night, in my dreams
I know I'm gonna be with you, so I take my time
Are you ready for it?

[Verse 2]
Knew I was a robber first time that he saw me
Stealing hearts and running off and never sayin' sorry
But if I'm a thief, then he can join the heist, and
We'll move to an island, and
And he can be my jailer, Burton to this Taylor
Every love I've known in comparison is a failure
I forget their names now, I'm so very tame now
Never be the same now, now

[Pre-Chorus]
I, I, I see how this is gon' go
Touch me and you'll never be alone
I-Island breeze and lights down low
No one has to know (No one has to know)

[Chorus]
In the middle of the night, in my dreams
You should see the things we do, baby
In the middle of the night in my dreams
I know I'm gonna be with you, so I take my time
Are you ready for it?
Oh, are you ready for it?

[Refrain]
Baby, let the games begin
Let the games begin
Let the games begin
Baby, let the games begin
Let the games begin
Let the games begin

[Pre-Chorus]
I, I, I see how this is gon' go
Touch me and you'll never be alone
I-Island breeze and lights down low
No one has to know

[Chorus]
In the middle of the night (Night), in my dreams (My dreams)
You should see the things we do (We do), baby (Baby), hmm (Eh)
In the middle of the night, in my dreams (My dreams)
I know I'm gonna be with you (I know I'm gonna be with you)
So I take my time
In the middle of the night

[Refrain]
Baby, let the games begin
Let the games begin
Let the games begin
Are you ready for it?
Baby, let the games begin
Let the games begin
Let the games begin
Are you ready for it?"
So It Goes...,reputation,"[Verse 1]
See you in the dark
All eyes on you, my magician
All eyes on us
You make everyone disappear, and
Cut me into pieces
Gold cage, hostage to my feelings
Back against the wall
Trippin', trip-trippin' when you're gone

[Pre-Chorus]
'Cause we break down a little
But when you get me alone, it's so simple
'Cause baby, I know what you know
We can feel it

[Chorus]
And all the pieces fall right into place
Getting caught up in a moment
Lipstick on your face
So it goes…
I'm yours to keep
And I'm yours to lose
You know I'm not a bad girl, but I
Do bad things with you
So it goes…

[Verse 2]
Met you in a bar
All eyes on me, your illusionist
All eyes on us
I make all your gray days clear
And wear you like a necklace
I'm so chill, but you make me jealous
But I got your heart
Skippin', skip-skippin' when I'm gone

[Pre-Chorus]
'Cause we break down a little
But when I get you alone, it's so simple
'Cause baby, I know what you know
We can feel it

[Chorus]
And all the pieces fall right into place
Getting caught up in a moment
Lipstick on your face
So it goes…
I'm yours to keep
And I'm yours to lose
You know I'm not a bad girl, but I
Do bad things with you
So it goes…

[Refrain]
Come here, dressed in black now
So, so, so it goes
Scratches down your back now
So, so, so it goes

[Bridge]
You did a number on me
But, honestly, baby, who's counting?
I did a number on you
But, honestly, baby, who's counting?
You did a number on me
But, honestly, baby, who's counting?
Who's counting? (One, two, three)

[Chorus]
And all the pieces fall right into place (Pieces fall)
Getting caught up in a moment (Caught up, caught up)
Lipstick on your face
So it goes…
I'm yours to keep (Oh)
And I'm yours to lose (Baby)
You know I'm not a bad girl, but I
I do bad things with you
So it goes…

[Refrain]
Come here, dressed in black now
So, so, so it goes
Scratches down your back now
So, so, so it goes
Come here, dressed in black now
So, so, so it goes
Scratches down your back now
So, so, so it goes"
This is Why We Can’t Have Nice Things,reputation,"[Verse 1]
It was so nice throwing big parties
Jump into the pool from the balcony
Everyone swimming in a champagne sea
And there are no rules when you show up here
Bass beat rattling the chandelier
Feeling so Gatsby for that whole year

[Pre-Chorus]
So why'd you have to rain on my parade?
I'm shaking my head and locking the gates

[Chorus]
This is why we can't have nice things, darling
Because you break them
I had to take them away
This is why we can't have nice things, honey (Oh)
Did you think I wouldn't hear all the things you said about me?
This is why we can't have nice things

[Verse 2]
It was so nice being friends again
There I was, giving you a second chance
But you stabbed me in the back while shaking my hand
And therein lies the issue
Friends don't try to trick you
Get you on the phone and mind-twist you
And so I took an axe to a mended fence

[Pre-Chorus]
But I'm not the only friend you've lost lately (Mm-mm)
If only you weren't so shady

[Chorus]
This is why we can't have nice things, darling (Yeah)
Because you break them
I had to take them away
This is why we can't have nice (Nice things) things (Baby), honey
Did you think I wouldn't hear all the things you said about me?
This is why we can't have

[Bridge]
Here's a toast to my real friends
They don't care about the he-said, she-said
And here's to my baby
He ain't reading what they call me lately
And here's to my mama
Had to listen to all this drama
And here's to you
'Cause forgiveness is a nice thing to do
Haha, I can't even say it with a straight face

[Chorus]
This is why we can't have nice things, darling (Darling)
Because you break them
I had to take them away
This is why we can't have nice (Uh-uh) things (Oh no), honey (Baby, oh)
Did you think I wouldn't hear all the things you said about me?
This is why we can't have nice things, darling
(And here's to my real friends)
Because you break them
I had to take them
(And here's to my baby)
Nice things, honey
(He didn't care about that he-said, she-said)
Did you think I wouldn't hear all the things you said about me?
This is why we can't have nice things"
​champagne problems,evermore,"[Verse 1]
You booked the night train for a reason
So you could sit there in this hurt
Bustling crowds or silent sleepers
You're not sure which is worse

[Chorus]
Because I dropped your hand while dancing
Left you out there standing
Crestfallen on the landing
Champagne problems
Your mom's ring in your pocket
My picture in your wallet
Your heart was glass, I dropped it
Champagne problems

[Verse 2]
You told your family for a reason
You couldn't keep it in
Your sister splashed out on the bottle
Now no one's celebrating

[Chorus]
Dom Pérignon, you brought it
No crowd of friends applauded
Your hometown skeptics called it
Champagne problems
You had a speech, you're speechless
Love slipped beyond your reaches
And I couldn't give a reason
Champagne problems

[Bridge]
Your Midas touch on the Chevy door
November flush and your flannel cure
""This dorm was once a madhouse""
I made a joke, ""Well, it's made for me""
How evergreen, our group of friends
Don't think we'll say that word again
And soon they'll have the nerve to deck the halls
That we once walked through
One for the money, two for the show
I never was ready so I watch you go
Sometimes you just don't know the answer
'Til someone's on their knees and asks you
""She would've made such a lovely bride
What a shame she's fucked in the head,"" they said
But you'll find the real thing instead
She'll patch up your tapestry that I shred

[Chorus]
And hold your hand while dancing
Never leave you standing
Crestfallen on the landing
With champagne problems
Your mom's ring in your pocket
Her picture in your wallet
You won't remember all my
Champagne problems

[Outro]
You won't remember all my
Champagne problems"
​closure,evermore,"[Verse 1]
It's been a long time
And seeing the shape of your name
Still spells out pain
It wasn't right
The way it all went down
Looks like you know that now

[Chorus]
Yes, I got your letter
Yes, I'm doing better
It cut deep to know ya, right to the bone
Yes, I got your letter
Yes, I'm doing better
I know that it's over, I don't need your
Closure, your closure

[Verse 2]
Don't treat me like
Some situation that needs to be handled
I'm fine with my spite
And my tears, and my beers and my candles
I can feel you smoothing me over

[Chorus]
Yes, I got your letter
Yes, I'm doing bettеr
It cut deep to know ya, right to the bone
Yes, I got your lеtter
Yes, I'm doing better
I know that it's over, I don't need your
Closure, your closure
Your closure, your closure

[Bridge]
I know I'm just a wrinkle in your new life
Staying friends would iron it out so nice
Guilty, guilty, reaching out across the sea
That you put between you and me
But it's fake and it's oh so unnecessary

[Chorus]
Yes, I got your letter
Yes, I'm doing better
It cut deep to know ya, right to the bone
Yes, I got your letter
Yes, I'm doing better
I know that it's over, I don't need your
Closure, closure, your closure
Your closure"
​coney island,evermore,"[Verse 1: Taylor Swift]
Break my soul in two looking for you
But you're right here
If I can't relate to you anymore
Then who am I related to?
And if this is the long haul
How'd we get here so soon?
Did I close my fist around something delicate?
Did I shatter you?

[Pre-Chorus: Taylor Swift]
And I'm sitting on a bench in Coney Island
Wondering where did my baby go?
The fast times, the bright lights, the merry go
Sorry for not making you my centerfold

[Chorus: Taylor Swift]
Over and over
Lost again with no surprises
Disappointments, close your eyes
And it gets colder and colder
When the sun goes down

[Verse 2: Matt Berninger with Taylor Swift]
The question pounds my head
What's a lifetime of achievement
If I pushed you to the edge?
But you were too polite to leave me
And do you miss the rogue
Who coaxed you into paradise and left you there?
Will you forgive my soul
When you're too wise to trust me and too old to care?

[Pre-Chorus: Taylor Swift with Matt Berninger]
'Cause we were like the mall before the internet
It was the one place to be
The mischief, the gift-wrapped suburban dreams
Sorry for not winning you an arcade ring

[Chorus: Taylor Swift & Matt Berninger]
Over and over
Lost again with no surprises
Disappointments, close your eyes
And it gets colder and colder
When the sun goes down

[Bridge: Taylor Swift, Matt Berninger, Both]
Were you waiting at our old spot
In the tree line
By the gold clock
Did I leave you hanging every single day?
Were you standing in the hallway
With a big cake, happy birthday
Did I paint your bluest skies the darkest grey?
A universe away
And when I got into the accident
The sight that flashed before me was your face
But when I walked up to the podium, I think that I forgot to say your name

[Pre-Chorus: Taylor Swift & Matt Berninger]
I'm on a bench in Coney Island
Wondering where did my baby go?
The fast times, the bright lights, the merry go
Sorry for not making you my centerfold

[Chorus: Taylor Swift & Matt Berninger]
Over and over
Lost again with no surprises
Disappointments, close your eyes
And it gets colder and colder
When the sun goes down

[Outro: Taylor Swift & Matt Berninger]
When the sun goes down
The sight that flashed before me was your face
When the sun goes down
But I think that I forgot to say your name
Over and over
Sorry for not making you my, making you my
Making you my centerfold"
​cowboy like me,evermore,"[Verse 1]
And the tennis court was covered up
With some tent-like thing
And you asked me to dance
But I said, ""Dancin' is a dangerous game""

[Verse 2]
Oh, I thought
This is gonna be one of those things
Now I know
I'm never gonna love again

[Chorus]
I've got some tricks up my sleeve
Takes one to know one
You're a cowboy like me

[Verse 3]
Never wanted love
Just a fancy car
Now I'm waiting by the phone
Like I'm sitting in an airport bar

[Chorus]
You had some tricks up your sleeve
Takes one to know one
You're a cowboy like me

[Post-Chorus 1]
Perched in the dark
Telling all the rich folks anything they wanna hear
Like it could be love
I could be the way forward
Only if they pay for it
You're a bandit like me

[Post-Chorus 2]
Eyes full of stars
Hustling for the good life
Never thought I'd meet you here
It could be love
We could be the way forward
And I know I'll pay for it

[Chorus]
You're a cowboy like me

[Post-Chorus 1]
Perched in the dark
Telling all the rich folks anything they wanna hear
Like it could be love
I could be the way forward
Only if they pay for it
You're a bandit like me

[Post-Chorus 2]
Eyes full of stars
Hustling for the good life
Never thought I'd meet you here
It could be love
We could be the way forward
And I know I'll pay for it

[Bridge]
And the skeletons in both our closets
Plotted hard to fuck this up
And the old men that I've swindled
Really did believe I was the one
And the ladies lunching have their stories about
When you passed through town
But that was all before I locked it down

[Verse 4]
Now you hang from my lips
Like the Gardens of Babylon
With your boots beneath my bed
Forever is the sweetest con

[Chorus]
I've had some tricks up my sleeve
Takes one to know one
You're a cowboy like me

[Outro]
And I'm never gonna love again
I'm never gonna love again
I'm never gonna love again"
​dorothea,evermore,"[Verse 1]
Hey, Dorothea, do you ever stop and think about me?
When we were younger down in the park
Honey, making a lark of the misery
You got shiny friends since you left town
A tiny screen's the only place I see you now
And I got nothing but well wishes for ya

[Pre-Chorus]
Ooh, this place is the same as it ever was
Ooh, but you won't like it that way

[Chorus]
It's never too late to come back to my side
The stars in your eyes shined brighter in Tupelo
And if you're ever tired of bеing known for who you know
You know that you'll always know me, Dorothea (Uh-uh)
Dorothea (Ah-ah)

[Post-Chorus]
Ooh, you'rе a queen sellin' dreams, sellin' makeup and magazines
Ooh, from you, I'd buy anything

[Verse 2]
Hey, Dorothea, do you ever stop and think about me?
When it was calmer, skipping the prom just to piss off your mom and her pageant schemes
And damn, Dorothea, they all wanna be ya
But are you still the same soul I met under the bleachers? Well

[Pre-Chorus]
Ooh, I guess I'll never know
Ooh, and you'll go on with the show

[Chorus]
But it's never too late to come back to my side
The stars in your eyes shined brighter in Tupelo
And if you're ever tired of being known for who you know
You know, you'll always know me, Dorothea (Uh-uh)
Dorothea (Ah-ah)

[Outro]
Ooh, ooh
Ooh-woo-ooh-ooh-ooh, ooh-ooh-ooh-ooh
Ooh, ooh
Ooh-woo-ooh-ooh-ooh, ooh-ooh-ooh
Dorothea (Ah-ah-ah)
Ah-ah
Ooh"
